64556;(466;338);(940;434);(666;450);(654;459);
64557;(466;338);(940;434);(666;450);(654;459);
64558;(466;338);(940;434);(666;450);(654;459);
64559;(466;338);(940;434);(666;450);(654;459);
64560;(466;339);(940;434);(666;450);(654;459);
64561;(466;339);(940;434);(666;450);(654;459);
64562;(466;339);(940;434);(666;450);(654;459);
64563;(466;339);(940;434);(666;450);(654;459);
64564;(466;339);(940;434);(666;450);(654;459);
64565;(466;339);(940;434);(666;450);(654;459);
64566;(466;339);(940;434);(666;450);(654;459);
64567;(466;339);(940;434);(666;450);(654;459);
64568;(466;339);(940;434);(666;450);(654;459);
64569;(466;339);(940;434);(666;450);(654;459);
64570;(466;339);(940;434);(666;450);(654;459);
64571;(466;339);(940;434);(666;450);(654;459);
64572;(466;339);(940;434);(666;450);(654;459);
64573;(466;339);(940;434);(666;450);(654;459);
64574;(466;339);(940;434);(666;450);(654;459);
64600;(466;339);(940;434);(666;450);(654;459);
64601;(466;339);(940;434);(666;450);(654;459);
64602;(466;339);(940;434);(666;450);(654;459);
64603;(466;339);(940;434);(666;450);(654;459);
64604;(466;339);(940;434);(666;450);(654;459);
64605;(466;339);(940;434);(666;450);(654;459);
64606;(466;339);(940;434);(666;450);(654;459);
64607;(466;339);(940;434);(666;450);(654;459);
64608;(466;339);(940;434);(666;450);(654;459);
64609;(466;339);(940;434);(666;450);(654;459);
64610;(466;339);(940;434);(666;450);(654;459);
64611;(466;339);(940;434);(666;450);(654;459);
64622;(466;339);(940;434);(666;450);(654;459);
64623;(466;339);(940;434);(666;450);(655;459);
64637;(466;339);(666;450);(654;459);(581;603);
64638;(466;339);(666;450);(654;459);(581;603);
64639;(466;339);(666;450);(654;459);(581;603);
64640;(466;339);(666;450);(654;459);(581;603);
64641;(466;339);(666;450);(654;459);(581;603);
64642;(466;339);(666;450);(654;459);(581;603);
64643;(466;339);(666;450);(654;459);(581;603);
64644;(466;338);(666;450);(655;459);(581;603);
64712;(465;338);(666;450);(654;459);(581;603);
64713;(465;338);(666;450);(654;459);(581;603);
64753;(466;339);(940;434);(666;450);(581;603);
64754;(466;339);(940;434);(666;450);(581;603);
64755;(466;339);(940;434);(666;450);(581;603);
64756;(466;339);(940;434);(666;450);(581;603);
64757;(466;339);(940;434);(666;450);(581;603);
64758;(466;339);(940;434);(666;450);(581;603);
64989;(465;339);(940;434);(654;459);(581;603);
64990;(466;339);(940;434);(654;459);(581;603);
64991;(466;339);(940;434);(666;450);(581;603);
65001;(466;339);(940;434);(666;450);(581;603);
66315;(940;434);(655;443);(321;450);(581;603);
66953;(940;434);(511;446);(626;552);(581;603);
66954;(940;434);(511;446);(626;552);(581;603);
66955;(940;434);(511;446);(626;552);(581;603);
66956;(940;434);(511;446);(626;552);(581;603);
66957;(940;434);(511;446);(626;552);(581;603);
66958;(940;434);(511;446);(626;552);(581;603);
66959;(940;434);(511;446);(626;552);(581;603);
66982;(940;434);(511;446);(626;552);(581;603);
66983;(940;434);(511;446);(626;552);(581;603);
66984;(940;434);(511;446);(626;552);(581;603);
66985;(940;434);(511;446);(626;552);(581;603);
66986;(940;434);(511;446);(626;552);(581;603);
66987;(940;434);(511;446);(626;552);(581;603);
66988;(940;434);(511;446);(626;552);(581;603);
66989;(940;434);(511;446);(626;552);(581;603);
66990;(940;434);(511;446);(626;552);(581;603);
66991;(940;434);(511;446);(626;552);(581;603);
66992;(940;434);(511;446);(626;552);(581;603);
66993;(943;433);(511;446);(626;552);(581;603);
66994;(957;428);(511;446);(626;552);(581;603);
66995;(961;426);(511;446);(626;552);(581;603);
66996;(968;424);(511;446);(626;552);(581;603);
66997;(971;423);(511;446);(626;552);(581;603);
66998;(967;421);(511;446);(626;552);(581;603);
66999;(961;419);(511;446);(626;552);(581;603);
67000;(959;419);(511;446);(626;552);(581;603);
67001;(954;417);(511;446);(626;552);(581;603);
67002;(949;416);(511;446);(626;552);(581;603);
67003;(945;414);(511;446);(626;552);(581;603);
67004;(942;414);(511;446);(626;552);(581;603);
67005;(938;412);(510;446);(626;552);(581;603);
67006;(936;411);(511;446);(626;552);(581;603);
67007;(931;410);(511;446);(626;552);(581;603);
67008;(927;408);(511;446);(626;552);(581;603);
67009;(922;407);(511;446);(626;552);(581;603);
67010;(920;406);(511;446);(626;552);(581;603);
67011;(916;405);(511;446);(626;552);(581;603);
67012;(914;404);(511;446);(626;552);(581;603);
67013;(910;403);(511;446);(626;552);(581;603);
67014;(908;402);(511;446);(626;552);(581;603);
67015;(901;400);(511;446);(626;552);(581;603);
67016;(899;399);(511;446);(626;552);(581;603);
67017;(895;398);(511;446);(626;552);(581;603);
67018;(891;397);(511;446);(626;552);(581;603);
67019;(890;396);(511;446);(626;552);(581;603);
67020;(887;395);(511;446);(626;552);(581;603);
67021;(882;394);(511;446);(626;552);(581;603);
67022;(880;393);(511;446);(626;552);(581;603);
67023;(876;392);(511;446);(626;552);(581;603);
67024;(873;391);(511;446);(626;552);(581;603);
67025;(871;390);(511;446);(626;552);(581;603);
67026;(867;389);(511;446);(626;552);(581;603);
67027;(865;388);(511;446);(626;552);(581;603);
67028;(862;387);(511;446);(626;552);(581;603);
67029;(859;386);(511;446);(626;552);(581;603);
67030;(855;385);(511;446);(626;552);(581;603);
67031;(853;384);(511;446);(626;552);(581;603);
