68550;(711;340);(510;446);(626;553);(581;603);
68551;(711;340);(510;446);(626;553);(581;603);
68552;(711;340);(510;446);(626;553);(581;603);
68553;(711;340);(510;446);(626;553);(581;603);
68554;(711;340);(510;446);(626;553);(581;603);
68555;(711;340);(510;446);(626;553);(581;603);
68556;(712;340);(510;446);(626;552);(581;603);
68557;(712;340);(510;446);(626;552);(581;603);
68558;(712;340);(510;446);(626;552);(581;603);
68559;(712;340);(510;446);(626;552);(581;603);
68560;(712;340);(510;446);(626;552);(581;603);
68561;(712;340);(510;446);(626;552);(581;603);
68562;(712;340);(510;446);(626;552);(581;603);
68563;(712;340);(510;446);(626;552);(581;603);
68564;(712;340);(510;446);(626;552);(581;603);
68565;(712;340);(510;446);(626;552);(581;603);
68566;(712;340);(510;446);(626;552);(581;603);
68567;(712;340);(510;446);(626;553);(581;603);
68568;(711;340);(510;446);(626;552);(581;603);
68569;(711;340);(510;446);(626;552);(581;603);
68570;(711;340);(510;446);(626;552);(581;603);
68571;(711;340);(510;446);(626;552);(581;603);
68572;(711;340);(510;446);(626;552);(581;603);
68573;(711;340);(510;446);(626;552);(581;603);
68574;(711;340);(510;446);(626;552);(581;603);
68575;(711;340);(510;446);(626;552);(581;603);
68576;(711;340);(510;446);(626;552);(581;603);
68577;(711;340);(510;446);(626;552);(581;603);
68578;(711;340);(510;446);(626;552);(581;603);
68579;(711;340);(510;446);(626;552);(581;603);
68580;(712;340);(510;446);(626;553);(581;603);
68581;(712;340);(510;446);(626;553);(581;603);
68582;(712;340);(510;446);(626;552);(581;603);
68583;(712;340);(510;446);(626;552);(581;603);
68584;(712;340);(510;446);(626;552);(581;603);
68585;(712;340);(510;446);(626;552);(581;603);
68586;(712;340);(510;446);(626;552);(581;603);
68587;(712;340);(510;446);(626;553);(581;603);
68588;(712;340);(510;446);(626;553);(581;603);
68589;(712;340);(510;446);(626;553);(581;603);
68590;(712;340);(510;446);(626;553);(581;603);
68591;(712;340);(510;446);(626;553);(581;603);
68592;(712;340);(510;447);(626;553);(581;603);
68593;(712;340);(510;447);(626;553);(581;603);
68594;(712;340);(510;447);(626;553);(581;603);
68595;(712;340);(510;447);(626;553);(581;603);
68596;(712;340);(510;447);(626;553);(581;603);
68597;(712;340);(510;447);(626;553);(581;603);
68598;(712;340);(510;447);(626;553);(581;603);
68599;(712;340);(510;447);(626;553);(581;603);
68600;(712;340);(510;447);(626;553);(581;603);
68601;(712;340);(510;447);(626;553);(581;603);
68602;(712;340);(510;447);(626;553);(581;603);
68603;(712;340);(510;447);(626;553);(581;603);
68604;(712;340);(510;447);(626;553);(581;603);
68605;(712;340);(510;447);(626;553);(581;603);
68606;(712;340);(510;446);(626;552);(581;603);
68607;(712;340);(510;446);(626;552);(581;603);
68608;(712;340);(510;446);(626;552);(581;603);
68609;(712;340);(510;446);(626;552);(581;603);
68610;(712;340);(510;446);(626;552);(581;603);
68611;(712;340);(510;446);(626;552);(581;603);
68612;(712;340);(510;446);(626;552);(581;603);
68613;(712;340);(510;446);(626;552);(581;603);
68614;(712;340);(510;446);(626;552);(581;603);
68615;(712;340);(510;446);(626;552);(581;603);
68616;(712;340);(510;446);(626;552);(581;603);
68617;(712;340);(510;446);(626;552);(581;603);
68618;(712;340);(510;446);(626;552);(581;603);
68619;(712;340);(510;446);(626;552);(581;603);
68620;(712;340);(510;446);(626;552);(581;603);
68621;(712;340);(510;446);(626;552);(581;603);
68622;(712;340);(510;446);(626;552);(581;603);
68623;(712;340);(510;446);(626;552);(581;603);
68624;(712;340);(510;446);(626;552);(581;603);
68625;(712;340);(510;446);(626;552);(581;603);
68626;(712;340);(510;446);(626;552);(581;603);
68627;(712;340);(510;446);(626;552);(581;603);
68628;(712;340);(510;446);(626;552);(581;603);
68629;(712;340);(510;446);(626;552);(581;603);
68630;(712;340);(510;446);(626;552);(581;603);
68631;(712;340);(510;446);(626;552);(581;603);
68632;(712;340);(510;446);(626;552);(581;603);
68633;(712;340);(510;446);(626;552);(581;603);
68634;(712;340);(510;446);(626;552);(581;603);
68635;(712;340);(510;446);(626;552);(581;603);
68636;(712;340);(510;446);(626;552);(581;603);
68637;(712;340);(510;446);(626;552);(581;603);
68638;(712;340);(510;446);(626;552);(581;603);
68639;(712;340);(510;446);(626;552);(581;603);
68640;(712;340);(510;446);(626;553);(581;603);
68641;(712;340);(510;446);(626;552);(581;603);
68642;(712;340);(510;446);(626;552);(581;603);
68643;(712;340);(510;446);(626;552);(581;603);
68644;(712;340);(510;446);(626;552);(581;603);
68645;(712;340);(510;446);(626;552);(581;603);
68646;(712;340);(510;446);(626;552);(581;603);
68647;(712;340);(510;446);(626;552);(581;603);
68648;(712;340);(510;446);(626;552);(581;603);
68649;(712;340);(510;446);(626;552);(581;603);
68650;(712;340);(510;446);(626;552);(581;603);
68651;(712;340);(510;446);(626;552);(581;603);
68652;(712;340);(510;446);(626;552);(581;603);
68653;(712;340);(510;446);(626;552);(581;603);
68654;(712;340);(510;446);(626;552);(581;603);
68655;(712;340);(510;446);(626;552);(581;603);
68656;(712;340);(510;446);(626;552);(581;603);
68657;(712;340);(510;446);(626;552);(581;603);
68658;(712;340);(510;446);(626;552);(581;603);
68659;(712;340);(510;446);(626;552);(581;603);
68660;(712;340);(510;446);(626;552);(581;603);
68661;(712;340);(510;446);(626;552);(581;603);
68662;(712;340);(510;446);(626;552);(581;603);
68663;(712;340);(510;446);(626;552);(581;603);
68664;(712;340);(510;446);(626;552);(581;603);
68665;(712;340);(510;446);(626;552);(581;603);
68666;(712;340);(510;446);(626;552);(581;603);
68667;(712;340);(510;446);(626;552);(581;603);
68668;(712;340);(510;446);(626;552);(581;603);
68669;(712;340);(510;446);(626;552);(581;603);
68670;(712;340);(510;446);(626;552);(581;603);
68671;(712;340);(510;446);(626;552);(581;603);
68672;(712;340);(510;446);(626;552);(581;603);
68673;(712;340);(510;446);(626;552);(581;603);
68674;(712;340);(510;446);(626;552);(581;603);
68675;(712;340);(510;446);(626;552);(581;603);
68676;(712;339);(510;446);(626;553);(581;603);
68677;(712;339);(510;446);(626;553);(581;603);
68678;(712;339);(510;446);(626;553);(581;603);
68679;(712;339);(510;446);(626;553);(581;603);
68680;(712;339);(510;446);(626;553);(581;603);
68681;(712;339);(510;446);(626;553);(581;603);
68682;(712;339);(510;446);(626;553);(581;603);
68683;(712;339);(510;446);(626;553);(581;603);
68684;(712;339);(510;446);(626;553);(581;603);
68685;(712;339);(510;446);(626;553);(581;603);
68686;(712;339);(510;446);(626;553);(581;603);
68687;(712;339);(510;446);(626;552);(581;603);
68688;(712;339);(510;446);(626;552);(581;603);
68689;(712;339);(510;446);(626;553);(581;603);
68690;(712;339);(510;446);(626;553);(581;603);
68691;(712;339);(510;446);(626;553);(581;603);
68692;(712;339);(510;446);(626;553);(581;603);
68693;(712;339);(510;446);(626;553);(581;603);
68694;(712;339);(510;446);(626;553);(581;603);
68695;(712;339);(510;446);(626;553);(581;603);
68696;(712;339);(510;446);(626;553);(581;603);
68697;(712;339);(510;446);(626;553);(581;603);
